source_kind,outlet,source_date,source_url,source_title,claim,quote,timestamp,type,about,topic,claim_id,verdict,basis,explanation,addressed,accurate_at_publish,changed_since,confidence,agreement,evidence,evidence_link,top_similarity,verdict_at_publish,model_suggests_outdated,model
video,GoElite,2025-10-10,https://www.youtube.com/watch?v=bhfTiZPVdgM,End of Duration of Status? DHS’s New Rule Explained,"The new rule adds more uncertainty, cost, and reliance on USCIS for international students.","This isn't just a matter of paperwork. It adds more uncertainty, more cost, and more reliance on USCIS.",0:01:34,opinion,rule_content,other,9,Not checked,,"opinion, not a factual claim",,,,,,,,,Not checked,False,gpt-4.1-mini
video,GoElite,2025-10-10,https://www.youtube.com/watch?v=bhfTiZPVdgM,End of Duration of Status? DHS’s New Rule Explained,Students who want to change majors or transfer mid-program might need to file with USCIS under the new rule.,Students who want to change majors or transfer mid-programs might need to file with USCIS.,0:01:42,fact,rule_content,graduate transfers/program changes,10,Supported,v1,"Both the proposed (v1) and final (v2) rules explicitly address the requirement for F-1 students who change educational objectives or transfer mid-program to apply for an Extension of Stay (EOS) with USCIS, including submitting forms, fees, and biometrics. The proposed rule (passages 1 and 3) states that if the new program extends beyond the authorized admission period or involves a change in educational objectives after the first academic year, the student must file with USCIS. The final rule (passage 6) reiterates this requirement. Passage 4 clarifies some flexibility for undergraduate students during their first year but confirms that transfers or major changes after the first year require USCIS involvement. The timeline shows the source was published after the proposed rule but before the final rule, so the claim aligns with the proposed rule's requirements at that time. No later timeline event or final rule text contradicts or removes this requirement, so the claim remains accurate and addressed by the rule text.",True,yes,False,0.95,2/3,"v1 | vii. School Transfers and Changes in Educational Objectives | 90 FR 42095 | Next, if the new program to which the student changes or transfers will not be completed within the authorized admission period established in paragraphs (f)(5)(i) of 8 CFR 214.2, then, consistent with the other provisions throughout this proposed rule, the F-1 student would need to apply for EOS in || v1 | ii. Changes in Educational Objectives | 90 FR 42088 | If an F-1 student who has completed their first academic year of a program of study seeks to change educational objectives and this change would require an EOS, the alien would then apply for EOS using the form designated by USCIS, paying the required fee and following all form instructions, includi || v2 | 2. Changes in Educational Objectives | 91 FR 45104 | If an F-1 student who has completed their first academic year of a program of study seeks to change educational objectives and this change would require an EOS, the alien would then apply for EOS using the form designated by USCIS, paying the required fee and following all form instructions, includi || v2 | e. Program Changes for Undergraduate Students | 91 FR 45042 | Response: Undergraduate students seeking to transfer to another school or change their educational objectives during their first year of study still retain flexibility in having their cases reviewed by DHS, which may then authorize the change in educational objective or school transfer if an excepti",https://www.federalregister.gov/citation/90-FR-42095,0.762,Supported,False,gpt-4.1-mini
video,GoElite,2025-10-10,https://www.youtube.com/watch?v=bhfTiZPVdgM,End of Duration of Status? DHS’s New Rule Explained,DHS says the rule is about security and fighting fraud.,"DHS says this is about security and fighting fraud,",0:01:48,fact,rule_content,other,11,Supported,v1,"The passages from both the proposed (v1) and final (v2) rules explicitly state that DHS's rationale for the rule includes addressing fraud and national security concerns. Passage [2] from the proposed rule discusses mitigating fraud risks, and passages [4] and [5] from the final rule clearly state DHS's intent to combat fraud, abuse, and national security threats. The timeline shows the source was published after the proposed rule but before the final rule, so the claim aligns with the proposed rule's content and DHS's stated purpose. There is no indication that the claim became untrue after the source publication date.",True,yes,False,0.95,2/3,"v1 | ii. Risks Within the F Classification | 90 FR 42078 | DHS believes it can mitigate fraud risks in part through, as this rule proposes, setting the authorized admission and extension periods for F nonimmigrants as the length of the F nonimmigrant's specific program, not to exceed a 4-year period. It would establish a mechanism for immigration officers t || v2 | a. Purpose and Need for Rulemaking | 91 FR 44995 | Response: DHS disagrees with the general premise of these comments. While DHS provided specific examples of fraud, national security concerns, and nonimmigrant students remaining in the United States for lengthy periods of time under the D/S framework, DHS's intent and rationale for this rulemaking  || v2 | a. Fraud and Abuse, Overstays, and National Security | 91 FR 44990 | Response: DHS appreciates the commenters' support on this rule and agrees that this rule will strengthen the integrity of the U.S. immigration system, specifically relating to F, J, and I nonimmigrants, and enhance national security. DHS acknowledges that the D/S framework is vulnerable to fraud, ab",https://www.federalregister.gov/citation/90-FR-42078,0.694,Supported,False,gpt-4.1-mini
video,GoElite,2025-10-10,https://www.youtube.com/watch?v=bhfTiZPVdgM,End of Duration of Status? DHS’s New Rule Explained,"Many worry the rule strips universities of flexibility, pushes power into an overburdened immigration system, and leaves students stuck in limbo.","Many worry it strips universities of the flexibility they had had, pushes power into an overburdened integration system, and leaves students stuck in limbo.",0:01:54,opinion,rule_content,other,12,Not checked,,"opinion, not a factual claim",,,,,,,,,Not checked,False,gpt-4.1-mini
video,GoElite,2025-10-10,https://www.youtube.com/watch?v=bhfTiZPVdgM,End of Duration of Status? DHS’s New Rule Explained,"Students in longer programs like PhDs, those needing extra time, and families on dependent visas are most at risk from the new rule.","Those in longer programs like PhDs, student needs, extra time, and families on dependent visas are the ones most at risk.",0:02:07,fact,rule_content,fixed admission periods,13,Outdated,both,"The claim states that students in longer programs like PhDs, those needing extra time, and families on dependent visas are most at risk from the new rule. The proposed rule passages (v1) discuss the need for extensions of stay due to academic or medical reasons and propose a new process for extension of stay (EOS) applications, indicating some risk for students needing extra time. The final rule passages (v2) acknowledge concerns from commenters about impacts on graduate students, including PhDs and program changes, but DHS states it does not intend to significantly affect these populations if they apply early for extensions. The passages do not mention families on dependent visas being at risk. The timeline shows the source was published after the proposed rule but before the final rule, so the claim is based on the proposed rule context. The claim is partly accurate at the source publish date because the proposed rule introduces new processes that could pose risks to students needing extra time, including PhDs, but the claim overstates or generalizes the risk to families on dependent visas, which is not addressed in the passages. The final rule somewhat mitigates these concerns but was not yet published at the source date, so no change since then affects the claim's accuracy at that time.",True,partly,True,0.9,2/3,"v1 | v. New Process for EOS Application | 90 FR 42091 | Apart from pursuing a new course of study, DHS appreciates that the time for study can legitimately fluctuate given the changing goals and actions of the student. For example, a student may experience compelling academic or medical reasons or circumstances beyond their control that cause them to nee || v1 | v. New Process for EOS Application | 90 FR 42092 | Therefore, DHS is proposing to eliminate a reference to ânormal progressâ with respect to seeking a program extension and incorporate a new standard clarifying that acceptable reasons for requesting an extension of a stay for additional time to complete a program are: (1) compelling academic rea || v2 | f. Program Changes for Graduate Students | 91 FR 45043 | Regarding the claim that the rule will make Ph.D. enrollment riskier and result in unfilled teaching assistant and research positions, DHS does not intend for this rule to significantly affect these populations since foreign students may still study, teach, and research in the United States under th || v2 | f. Program Changes for Graduate Students | 91 FR 45042 | Commenters stated that the rule would disrupt common practices in graduate education, including master's students being promoted to Ph.D. programs midway through their studies, Ph.D. students receiving master's degrees enroute to their doctorate, and students pursuing dual degrees at the graduate le",https://www.federalregister.gov/citation/90-FR-42091,0.761,Partly supported,True,gpt-4.1-mini
video,GoElite,2025-10-10,https://www.youtube.com/watch?v=bhfTiZPVdgM,End of Duration of Status? DHS’s New Rule Explained,September 28th was the last day to submit comments on regulations.gov to push back on the DHS proposal.,September 28th was the last day to submit comments on regulations.gov to push back on the proposal and try to shape it in favor of student.,0:02:20,fact,rulemaking_process,other,14,Contradicted,v1,"The timeline and passage [2] from the proposed rule clearly state that comments must be received on or before September 29, 2025, not September 28. Passage [1] confirms comments must be submitted by the last day of the comment period, which the timeline defines as September 29. The claim that September 28 was the last day is therefore inaccurate. The final rule and timeline do not change this comment deadline.",True,no,False,1.0,3/3,"v1 | A. Submitting Comments | 90 FR 42070 | All comments must be submitted in English, or an English translation must be provided. If you submit comments, you must include the DHS docket number for this rulemaking (ICEB-2025-0001), indicate the specific section of this document to which each comment applies, and provide a reason for each sugg || v1 | DATES: | 90 FR 42070 | Comments must be received on or before September 29, 2025. Information collection comment period: Comments on the information collection described in the Paperwork Reduction Act section below must be received by October 27, 2025.",https://www.federalregister.gov/citation/90-FR-42070,0.69,Contradicted,False,gpt-4.1-mini
video,GoElite,2025-10-10,https://www.youtube.com/watch?v=bhfTiZPVdgM,End of Duration of Status? DHS’s New Rule Explained,The rule will not affect students who are already enrolled as of the proposal date.,"Just in case the rule passes, again second master's nothing will affect students who are already enrolled.",0:02:46,fact,legal_status,other,15,Not in rule text,both,"The passages from both the proposed and final rules do not explicitly state that students already enrolled as of the proposal date will be unaffected by the rule. The proposed rule discusses impacts on enrollment and extensions of stay but does not mention grandfathering or exemption for current students. The final rule passages discuss potential impacts on enrollment and extensions but also do not confirm that current students are unaffected. The timeline shows the proposal was published before the source date, but no passage directly addresses the claim that current students are unaffected. Therefore, the claim is not directly confirmed or refuted by the rule text or timeline.",False,partly,True,0.7,2/3,"v1 | Costs to Schools and Enrollments | 90 FR 42101 | The global market for nonimmigrant students is competitive and many U.S. schools hold an advantage over foreign institutions due to the quality of the programs they offer, however the proposed rule may have a marginal impact on nonimmigrant student enrollment. The proposed rule affects only those F- || v2 | f. Program Changes for Graduate Students | 91 FR 45043 | Regarding the claim that the rule will make Ph.D. enrollment riskier and result in unfilled teaching assistant and research positions, DHS does not intend for this rule to significantly affect these populations since foreign students may still study, teach, and research in the United States under th || v2 | (6) Potential Decline in Enrollment | 91 FR 45087 | Additionally, while some nonimmigrant students may choose not to enroll as a result of this rule, DHS expects that U.S. educational institutions will continue to attract other students who are not dissuaded by the requirements of this rule. U.S. universities and colleges may be able to fill any vaca || v2 | c. Uncertainty and Complexity for Nonimmigrants | 91 FR 44994 | DHS does not believe that this final rule will serve as a barrier preventing nonimmigrant students from wanting to study in the United States based on the quality and diversity of educational opportunities available in this country. DHS emphasizes that the rule does not interfere with the ability of",https://www.federalregister.gov/citation/90-FR-42101,0.729,Not in rule text,True,gpt-4.1-mini
video,Bloomberg Television,2026-07-17,https://www.youtube.com/watch?v=ONXytyxMyoM,US Student Visa Rules Tighten With New 4-Year Limit,The new DHS rule replaces the previous duration of status admission for F and J visa holders with a fixed four-year limit.,"Under this new rule, though, as you just mentioned, this imposes a four-year limit.",0:00:34,fact,rule_content,fixed admission periods,1,Supported,both,"The proposed rule (v1) clearly states DHS is replacing duration of status (D/S) admission for F nonimmigrants with a fixed admission period not to exceed 4 years (passage 1). The final rule summary (v2) confirms this change applies to F, J, and I classifications, changing from D/S to a fixed time period (passage 4). Passage 6 in the final rule explains the rationale for the 4-year limit and confirms it applies to J visa holders as well. The timeline shows the final rule was published on 2026-07-17, the same date as the source quote, so the claim is accurate as of that date. There is no indication the final rule changed this 4-year limit after publication, but a court postponed the rule's effective date, which does not change the claim about the rule text itself. Thus, the claim is directly addressed and accurate at publication, with no change since then in the rule text.",True,yes,False,0.95,3/3,"v1 | i. Admission for a Fixed Time Period | 90 FR 42086 | As a preliminary matter, DHS is proposing to strike the existing regulation that allows F nonimmigrants to be admitted for D/S. DHS would replace it with a provision allowing F nonimmigrants to be granted status for the length of their program, not to exceed 4 years. See proposed 8 CFR 214.2(f)(5)(i || v2 | SUMMARY: | 91 FR 44976 | The Department of Homeland Security (DHS) is amending its regulations to change the admission period in the F, J, and I classifications from duration of status to an admission for a fixed time period, and additional changes to admission and extension requirements. This final rule will provide additi || v2 | 6. Alternative Approaches to Oversight of Foreign Students and Institutions | 91 FR 45015 | Response: DHS acknowledges that certain groups under the affected J Visa populations have longer program lengths than the 4-year length of stay, but to the extent these visa holders wish to stay longer, they may timely file an EOS. DHS chooses to utilize the 4-year limit in order to have consistent ",https://www.federalregister.gov/citation/90-FR-42086,0.846,Supported,False,gpt-4.1-mini
video,Bloomberg Television,2026-07-17,https://www.youtube.com/watch?v=ONXytyxMyoM,US Student Visa Rules Tighten With New 4-Year Limit,"Previously, F and J visa holders were allowed to stay in the United States as long as their studies lasted, provided they maintained minimum enrollment.","Under the current rules for these F&J visas... They're allowed to stay sort of as long as their studies last... as long as they're enrolled in sort of the minimum number of credits that they need at these universities, they can stay.",0:00:10,fact,rule_content,fixed admission periods,2,Outdated,both,"Passage [3] from the proposed rule explicitly states that under the current rules, F and J visa holders are admitted for the duration of status (D/S), meaning they can stay as long as they comply with their visa terms, which includes maintaining minimum enrollment. This matches the claim that previously, F and J visa holders were allowed to stay as long as their studies lasted, provided they maintained minimum enrollment. The timeline shows the source was published on the same day as the final rule publication (2026-07-17), but the final rule changes this by replacing D/S with a fixed admission period (passages [5] and [6]). Therefore, the claim is accurate as of the source's publish date, reflecting the prior rule before the final rule's effective date. The claim is directly addressed by the passages and timeline.",True,yes,True,0.95,2/3,"v1 | SUMMARY: | 90 FR 42070 | Unlike most nonimmigrant classifications, which are admitted for a fixed time period, aliens in the F (academic student), J (exchange visitor), and most I (representatives of foreign information media) classifications, with limited exceptions, are currently admitted into the United States for the pe || v2 | V. Discussion of the Final Rule | 91 FR 45096 | However, certain nonimmigrant classifications, including F academic students, J exchange visitors, and I representatives of foreign information media, and their dependents, may be admitted into the United States for D/S instead of a period of time with a specific departure date. DHS has changed the  || v2 | b. Impact on Academic Programs and Research and STEM | 91 FR 45002 | DHS is not changing the fundamental requirements to qualify for these nonimmigrant statuses; it is only changing the length of time that an individual may lawfully remain in the United States in F or J status without filing an EOS. Further, as is the case for the fixed period of admission policy mor",https://www.federalregister.gov/citation/90-FR-42070,0.787,Supported,True,gpt-4.1-mini
video,Bloomberg Television,2026-07-17,https://www.youtube.com/watch?v=ONXytyxMyoM,US Student Visa Rules Tighten With New 4-Year Limit,"Under the new rule, students who need to stay longer than four years must seek an extension and provide biometric data.","If they need to stay in the United States for longer to continue their studies, they actually have to go and seek more duration of time. They have to seek an extension, provide some biometric data...",0:00:39,fact,rule_content,extension-of-stay procedures,3,Supported,v2,"The final rule (v2) regulatory text (§214.2) explicitly requires F-1 students seeking an extension of stay to apply using the designated form, pay the fee, and comply with form instructions including providing biometrics as required by 8 CFR 103.16 (passages 4 and 5). The timeline shows the final rule was published on 2026-07-17, the same date as the source, so the claim is accurate at that time. Passage 6 clarifies that DHS considered but rejected a special pathway or different intervals for students staying more than four years, implying the extension and biometrics requirement applies regardless of duration. Thus, the claim that students needing to stay longer than four years must seek an extension and provide biometrics is directly confirmed by the final rule text and consistent with the timeline. There is no indication that this changed after publication.",True,yes,False,0.95,2/3,"v2 | Regulatory text Â§â214.2 | 91 FR 45125 | (D) When seeking a change in educational objectives, F-1 students referenced in paragraphs (f)(5)(ii)(A) through (C) of this section must, if seeking an extension of stay, apply for an extension of stay on the form designated by USCIS, with the required fee and in accordance with the form instructio || v2 | Regulatory text Â§â214.2 | 91 FR 45127 | (iv) Extension of stay. If the new program to which the student transferred will not be completed within the authorized period of stay established in paragraph (f)(5)(i) of this section, the F-1 student must apply to USCIS for an extension of stay in the manner and using the form designated by USCIS || v2 | 4. Alternative Approaches for Long-Term Students | 91 FR 45013 | Response: DHS acknowledges these commenters' concerns. The request to establish a pathway to lawful permanent residency for certain F-1 students is outside the scope of this rulemaking. Further, DHS believes that the other recommendations are not sufficient to address the issues addressed in the rul",https://www.federalregister.gov/citation/91-FR-45125,0.768,Supported,False,gpt-4.1-mini
video,Bloomberg Television,2026-07-17,https://www.youtube.com/watch?v=ONXytyxMyoM,US Student Visa Rules Tighten With New 4-Year Limit,"The new extension process is more burdensome and less coordinated with universities than before, posing a significant barrier to students.","It's sort of handled this in a way where previously maybe their universities would have helped coordinate this. But again, this doesn't pose a pretty significant barrier here.",0:00:49,fact,rule_content,extension-of-stay procedures,4,Supported,v2,"The passages from the final rule (v2) acknowledge commenters' concerns about increased administrative burden and diminished collaboration with universities (passages 5 and 6). DHS responds that the rule is not unreasonably burdensome and that mechanisms for extension remain (passage 4). The claim that the new extension process is more burdensome and less coordinated with universities, posing a significant barrier, is directly addressed and supported by commenters' concerns in the final rule text. The source was published on the same day as the final rule, so the claim is accurate as of that date. No later timeline events or final rule changes contradict this claim.",True,yes,False,0.9,3/3,"v2 | a. F and J Nonimmigrants | 91 FR 45018 | Response: DHS recognizes the importance of minimizing disruption and unintended consequences for diligent students and dependents but disagrees with commenters that this new framework creates a âtrapâ for students and dependents. DHS also believes the final rule is not unreasonably burdensome. F || v2 | c. Financial Impact and Administrative Burden | 91 FR 45003 | Comments: Commenters expressed concern regarding the rule's financial impact and administrative burden on higher education institutions, university operations, diminished collaborative academic environments, and the potential to force schools to break promises made during student recruitment. Multip || v2 | (3) Negative Impacts on Academic Flexibility and Educational Pathways | 91 FR 45022 | Comments: Commenters noted concerns that the proposed rule would limit students' academic flexibility, making routine academic adjustments immigration adjudication events. They provided examples of combined degree programs, transitions from master's to doctoral studies, and other pathways that would",https://www.federalregister.gov/citation/91-FR-45018,0.675,Supported,False,gpt-4.1-mini
video,Bloomberg Television,2026-07-17,https://www.youtube.com/watch?v=ONXytyxMyoM,US Student Visa Rules Tighten With New 4-Year Limit,"The new rule is likely to most affect students from China, South Korea, and India due to their large numbers in the U.S.","I would expect this to be looking at China, South Korea, India, as you mentioned, those students that are from these nations where there are a lot of them in the United States.",0:01:03,prediction,rule_content,other,5,Not checked,,"prediction, not a factual claim",,,,,,,,,Not checked,False,gpt-4.1-mini
video,Bloomberg Television,2026-07-17,https://www.youtube.com/watch?v=ONXytyxMyoM,US Student Visa Rules Tighten With New 4-Year Limit,There has already been tightening of visa restrictions for Indian students and others coming to study in the U.S.,"Miss India, there's already been a fair amount of tightening going on over visa restrictions for people coming into the United States to study, and in other capacities.",0:01:26,fact,other,other,6,Partly supported,both,"The claim states that there has already been tightening of visa restrictions for Indian students and others coming to study in the U.S. The proposed rule (v1) and final rule (v2) passages discuss proposed and final regulatory changes aimed at tightening controls on student visas, including replacing duration of status with fixed admission periods and encouraging bona fide study progression. The final rule also acknowledges public comments advocating for stricter visa limits and restrictions. However, the timeline shows the final rule was published on 2026-07-17 but does not indicate that these changes were yet in effect or that prior tightening had already occurred before the source's publication date. The court postponement on 2026-09-14 further delays implementation. Thus, the rule text and timeline do not directly confirm that tightening has already occurred by the source's publication date, only that it is proposed or imminent. The claim is therefore only partly accurate at the source's publish date, and no later changes make it untrue.",True,partly,False,0.8,1/3,"v1 | ii. Changes in Educational Objectives | 90 FR 42087 | DHS has also observed a pattern of students immediately transferring schools or changing educational levels or programs of study upon their arrival in the United States. These students often use an admission letter and Form I-20 from a well-known school to increase their odds of obtaining a student  || v1 | V. Discussion of the Proposed Rule | 90 FR 42081 | However, certain nonimmigrant classifications, including F academic students, J exchange visitors, and I representatives of foreign information media, and their dependents, may be admitted into the United States for D/S instead of a period of time with a specific departure date. DHS is proposing cha || v1 | ii. Changes in Educational Objectives | 90 FR 42089 | DHS believes these proposals would encourage F-1 students to complete the programs of study for which they were admitted to the United States and to only pursue additional programs of study that demonstrate an upward progression in degree levels, which is expected from a qualified bona fide student  || v2 | U. Out of Scope | 91 FR 45095 | Commenters proposed a wide range of restrictions, limits, and procedural changes to various nonimmigrant and immigrant visa categories. Suggestions included stricter eligibility requirements, more frequent visa applications, shorter stay limits, increased background checks and monitoring (especially || v2 | 3. Alternative Approaches Related to the Fixed Admission Period | 91 FR 45011 | Some commenters sought to have visas severely curtailed or limited, reasoning that qualified Americans are displaced in education programs and the workplace. Along these lines, one commenter recommended more restrictions on foreign access to universities, jobs, and housing markets. A commenter recom || v2 | 4. Recommendations and Alternatives | 91 FR 45060 | Response: DHS appreciates commenters' suggestions on alternative limits to academic changes; however, DHS believes that these restrictions ensure that foreign students studying in the United States are bona fide and pursuing legitimate academic goals. If DHS determines later on these provisions are ",https://www.federalregister.gov/citation/90-FR-42087,0.736,Partly supported,False,gpt-4.1-mini
video,Bloomberg Television,2026-07-17,https://www.youtube.com/watch?v=ONXytyxMyoM,US Student Visa Rules Tighten With New 4-Year Limit,"In the previous year, there was a 1.4% drop in overall foreign student enrollment and a 17% drop in incoming students in U.S. universities.","We actually saw last year a 1.4% drop in the overall number of foreign students enrolled in universities, including a 17% drop in the number of incoming students.",0:01:36,fact,other,other,7,Partly supported,v2,"The final rule text (v2) acknowledges concerns about declines in foreign student enrollment, citing commenters' estimates of drops ranging from 15% to 40% in new or overall enrollment, but DHS states it cannot quantify the exact impact. The quoted claim of a 1.4% overall drop and 17% drop in incoming students is not directly confirmed or refuted by the rule text; the rule discusses larger estimated declines but does not provide exact figures matching the claim. The timeline shows the source was published on the same day as the final rule, so the claim is not contradicted by the rule at that time.",True,partly,False,0.8,3/3,"v2 | a. Enrollment | 91 FR 45000 | Comments: Commenters expressed concern, without providing data, about the proposed rule's potential to decrease foreign student enrollment in U.S. institutions, with some estimating a decrease of 10-15 percent and 20-30 percent. Commenters stated that this could exacerbate already declining enrollme || v2 | (6) Potential Decline in Enrollment | 91 FR 45086 | Commenters expressed concern that the proposed rule would lead to a significant decline in foreign student enrollment, contrary to DHS's assertion that it would have only a âmarginal impact.â One commenter estimated that programs exceeding 4 years at their institution are at risk of losing 61 pe || v2 | a. Enrollment | 91 FR 45001 | Response: DHS acknowledges that enrollment of foreign students in U.S. educational institutions may decline because of this rule but is unable to quantify the extent of this decline because there is no precedent from which accurate conclusions can be drawn as to the rule's impact. However, DHS does ",https://www.federalregister.gov/citation/91-FR-45000,0.706,Partly supported,False,gpt-4.1-mini
video,Bloomberg Television,2026-07-17,https://www.youtube.com/watch?v=ONXytyxMyoM,US Student Visa Rules Tighten With New 4-Year Limit,Various visa scrutiny and application delays have contributed to fewer international students coming to the U.S.,"In addition to various other forms of either visa scrutiny restrictions that are kind of going on here, there's been, you know, some delays in terms of applications.",0:01:48,fact,other,other,8,Supported,v2,"Passage [4] from the final rule directly addresses the claim by citing commenters who noted that visa bans, disruptions in visa interviews, and processing delays were predicted to cause a 30 to 40 percent decline in new foreign student enrollment, contributing to an overall 15 percent drop. Passage [5] also supports this by mentioning commenters attributing enrollment declines to increased visa vetting and limited visa appointment availability. The timeline shows the final rule was published on 2026-07-17, the same date as the source, so the claim is accurate as of that date. There is no indication that the final rule or timeline events after that date contradict or change this claim.",True,yes,False,0.95,3/3,"v2 | (6) Potential Decline in Enrollment | 91 FR 45086 | Commenters expressed concern that the proposed rule would lead to a significant decline in foreign student enrollment, contrary to DHS's assertion that it would have only a âmarginal impact.â One commenter estimated that programs exceeding 4 years at their institution are at risk of losing 61 pe || v2 | a. Enrollment | 91 FR 45000 | Comments: Commenters expressed concern, without providing data, about the proposed rule's potential to decrease foreign student enrollment in U.S. institutions, with some estimating a decrease of 10-15 percent and 20-30 percent. Commenters stated that this could exacerbate already declining enrollme",https://www.federalregister.gov/citation/91-FR-45086,0.709,Supported,False,gpt-4.1-mini
video,Bloomberg Television,2026-07-17,https://www.youtube.com/watch?v=ONXytyxMyoM,US Student Visa Rules Tighten With New 4-Year Limit,The new rule and related policies may reduce the attractiveness of the U.S. as a destination for international students.,You can only imagine that fewer and fewer international students would find the US an attractive place to go to school.,0:02:07,prediction,other,other,9,Not checked,,"prediction, not a factual claim",,,,,,,,,Not checked,False,gpt-4.1-mini
video,Bloomberg Television,2026-07-17,https://www.youtube.com/watch?v=ONXytyxMyoM,US Student Visa Rules Tighten With New 4-Year Limit,"The Trump administration took a stricter approach to immigration policy, which is reflected in the new student visa rules.",The United States under the Trump administration has taken a much stricter approach to immigration policy... that sort of extends to a broader approach toward immigration enforcement... student visas is obviously a significant part of that.,0:02:21,fact,other,other,10,Supported,both,"The passages from both the proposed and final rules describe new restrictions and changes to student visa policies, such as limiting transfers, requiring fixed admission periods instead of duration of status, and implementing more frequent application requirements. This reflects a stricter regulatory approach to student visas. The timeline shows the final rule was published on 2026-07-17, the same date as the source's publication, confirming the claim is accurate at that time. The claim about the Trump administration's stricter approach, as reflected in the new student visa rules, is consistent with the regulatory changes described, which embody a stricter enforcement stance. No later timeline events or final rule changes invalidate this claim, though the rule was postponed before effective date.",True,yes,False,0.9,2/3,"v1 | ii. Changes in Educational Objectives | 90 FR 42087 | DHS has also observed a pattern of students immediately transferring schools or changing educational levels or programs of study upon their arrival in the United States. These students often use an admission letter and Form I-20 from a well-known school to increase their odds of obtaining a student  || v1 | ii. Changes in Educational Objectives | 90 FR 42089 | DHS believes these proposals would encourage F-1 students to complete the programs of study for which they were admitted to the United States and to only pursue additional programs of study that demonstrate an upward progression in degree levels, which is expected from a qualified bona fide student  || v1 | V. Discussion of the Proposed Rule | 90 FR 42081 | However, certain nonimmigrant classifications, including F academic students, J exchange visitors, and I representatives of foreign information media, and their dependents, may be admitted into the United States for D/S instead of a period of time with a specific departure date. DHS is proposing cha || v2 | g. Additional Legal Concerns Related to F-Visas and Students | 91 FR 45076 | A commenter expressed that visa restrictions and uncertainty created by the proposed rule would conflict with the U.S. policy affirmed in the 2021 Joint Statement of Principles by the DoS and Education of encouraging foreign students and undermine longstanding policy goals to streamline immigration  || v2 | U. Out of Scope | 91 FR 45095 | Commenters proposed a wide range of restrictions, limits, and procedural changes to various nonimmigrant and immigrant visa categories. Suggestions included stricter eligibility requirements, more frequent visa applications, shorter stay limits, increased background checks and monitoring (especially || v2 | 3. Alternative Approaches Related to the Fixed Admission Period | 91 FR 45011 | Some commenters sought to have visas severely curtailed or limited, reasoning that qualified Americans are displaced in education programs and the workplace. Along these lines, one commenter recommended more restrictions on foreign access to universities, jobs, and housing markets. A commenter recom",https://www.federalregister.gov/citation/90-FR-42087,0.71,Supported,False,gpt-4.1-mini
video,Bloomberg Television,2026-07-17,https://www.youtube.com/watch?v=ONXytyxMyoM,US Student Visa Rules Tighten With New 4-Year Limit,"There is an ongoing fraud investigation related to the OTP program, which may lead to further tightening of student visa restrictions.","There is a program, the OTP program, that's... under investigation for fraud... does raise the possibility that... there's going to be further tightening on the types of visas that students earn in programs that students can achieve in the future in the United States.",0:02:56,fact,other,other,11,Not in rule text,both,"The passages from both the proposed and final rules discuss fraud and abuse concerns related to the F-1 student visa program, including ""pay-to-stay"" schemes and school complicity in fraud. They describe ongoing concerns and prosecutions but do not explicitly mention an ""ongoing fraud investigation"" specifically targeting the OTP program or state that such an investigation may lead to further tightening of student visa restrictions. The timeline shows the final rule was published on 2026-07-17, the same date as the source, but no direct reference to an OTP fraud investigation is made in the rule text. Therefore, the claim is not directly confirmed or refuted by the rule text or timeline, only related fraud concerns are discussed.",False,partly,False,0.7,2/3,"v1 | ii. Risks Within the F Classification | 90 FR 42078 | DHS believes it can mitigate fraud risks in part through, as this rule proposes, setting the authorized admission and extension periods for F nonimmigrants as the length of the F nonimmigrant's specific program, not to exceed a 4-year period. It would establish a mechanism for immigration officers t || v1 | vii. School Transfers and Changes in Educational Objectives | 90 FR 42094 | As discussed above, a significant concern with the current D/S framework is that it has enabled fraudulent âpay-to-stayâ schemes in which students were falsely reported as maintaining status in return for cash payments to DSOs. In some cases, school owners have operated multiple schools and tran || v1 | ii. Risks Within the F Classification | 90 FR 42077 | While the F program can provide significant benefits to academic institutions and local communities, the Department is aware that the F-1 program is subject to fraud, exploitation, and abuse. Since 2008, multiple school owners and others have been criminally prosecuted for âpay-to-stayâ fraud, i || v2 | 6. Alternative Approaches to Oversight of Foreign Students and Institutions | 91 FR 45014 | In cases where a school is complicit in a student's fraud or status violations, a school may be held accountable through criminal prosecution or adverse action in connection with the school's SEVP certification. However, holding schools accountable for fraud is not a substitute for holding individua || v2 | a. Purpose and Need for Rulemaking | 91 FR 44995 | Comments: Numerous commenters argued that DHS had failed to provide sufficient evidence that the current D/S framework leads to widespread noncompliance, fraud, or abuse. They stated that DHS relied on anecdotal examples and isolated cases rather than comprehensive data demonstrating systemic proble || v2 | a. Fraud and Abuse, Overstays, and National Security | 91 FR 44988 | Relatedly, a research organization pointed out that there are many documented cases of visa abuse or fraud across U.S. visa categories, 104 and that eliminating D/S will support the integrity of the immigration system by allowing DHS to more easily uncover fraud and abuse in the F, J, and I nonimmig",https://www.federalregister.gov/citation/90-FR-42078,0.718,Not in rule text,False,gpt-4.1-mini
